🐼电视公告,#genre#
CCTV7,http://itv.fele.top:443/TVOD/6000000001000009055/wasusyt/index.m3u8?ace
CCTV7,http://itv.fele.top:443/TVOD/1000000001000024341/ystenlive/index.m3u8?ace
CCTV7,http://itv.fele.top:443/TVOD/5000000011000031104/bestzb/index.m3u8?ace
CCTV7,http://itv.fele.top:443/TVOD/1000000005000265007/ystenlive/index.m3u8?ace
CCTV7,http://itv.fele.top:443/TVOD/1000000001000017218/ystenlive/index.m3u8?ace
CCTV7,http://itv.fele.top:443/TVOD/5000000005000026715/bestzb/index.m3u8?ace
CCTV8,http://itv.fele.top:443/TVOD/6000000001000001070/wasusyt/index.m3u8?ace
CCTV8,http://itv.fele.top:443/TVOD/1000000001000031433/ystenlive/index.m3u8?ace
CCTV8,http://itv.fele.top:443/TVOD/5000000004000008888/bestzb/index.m3u8?ace
CCTV8,http://itv.fele.top:443/TVOD/1000000005000265008/ystenlive/index.m3u8?ace
CCTV8,http://itv.fele.top:443/TVOD/5000000010000018377/bestzb/index.m3u8?ace
CCTV8,http://itv.fele.top:443/TVOD/1000000001000003736/ystenlive/index.m3u8?ace
CCTV9,http://itv.fele.top:443/TVOD/6000000001000032162/wasusyt/index.m3u8?ace
CCTV9,http://itv.fele.top:443/TVOD/1000000001000014583/ystenlive/index.m3u8?ace
CCTV9,http://itv.fele.top:443/TVOD/1000000005000265009/ystenlive/index.m3u8?ace
CCTV9,http://itv.fele.top:443/TVOD/5000000010000018384/bestzb/index.m3u8?ace
CCTV9,http://itv.fele.top:443/TVOD/1000000001000028286/ystenlive/index.m3u8?ace
CCTV10,http://itv.fele.top:443/TVOD/5000000004000012827/bestzb/index.m3u8?ace
CCTV10,http://itv.fele.top:443/TVOD/6000000001000031506/wasusyt/index.m3u8?ace
CCTV10,http://itv.fele.top:443/TVOD/1000000001000023734/ystenlive/index.m3u8?ace
CCTV10,http://itv.fele.top:443/TVOD/1000000005000265010/ystenlive/index.m3u8?ace
CCTV10,http://itv.fele.top:443/TVOD/5000000010000016738/bestzb/index.m3u8?ace
CCTV10,http://itv.fele.top:443/TVOD/1000000001000026367/ystenlive/index.m3u8?ace
CCTV11,http://itv.fele.top:443/TVOD/5000000011000031106/bestzb/index.m3u8?ace
CCTV11,http://itv.fele.top:443/TVOD/1000000005000265011/ystenlive/index.m3u8?ace
CCTV11,http://itv.fele.top:443/TVOD/5000000006000040011/bestzb/index.m3u8?ace
CCTV11,http://itv.fele.top:443/TVOD/1000000002000019789/ystenlive/index.m3u8?ace
CCTV12,http://itv.fele.top:443/TVOD/6000000001000022586/wasusyt/index.m3u8?ace
CCTV12,http://itv.fele.top:443/TVOD/1000000001000032494/ystenlive/index.m3u8?ace
CCTV12,http://itv.fele.top:443/TVOD/5000000011000031107/bestzb/index.m3u8?ace
CCTV12,http://itv.fele.top:443/TVOD/1000000005000265012/ystenlive/index.m3u8?ace
CCTV12,http://itv.fele.top:443/TVOD/1000000001000001640/ystenlive/index.m3u8?ace
CCTV12,http://itv.fele.top:443/TVOD/5000000006000040012/bestzb/index.m3u8?ace
CCTV13,http://itv.fele.top:443/TVOD/5000000011000031108/bestzb/index.m3u8?ace
CCTV13,http://itv.fele.top:443/TVOD/5000000005000001827/bestzb/index.m3u8?ace
CCTV13,http://itv.fele.top:443/TVOD/1000000002000021303/ystenlive/index.m3u8?ace
CCTV14,http://itv.fele.top:443/TVOD/5000000004000006673/bestzb/index.m3u8?ace
CCTV14,http://itv.fele.top:443/TVOD/6000000001000013647/wasusyt/index.m3u8?ace
CCTV14,http://itv.fele.top:443/TVOD/1000000001000008170/ystenlive/index.m3u8?ace
CCTV14,http://itv.fele.top:443/TVOD/1000000005000265013/ystenlive/index.m3u8?ace
CCTV14,http://itv.fele.top:443/TVOD/5000000010000023358/bestzb/index.m3u8?ace
CCTV14,http://itv.fele.top:443/TVOD/1000000001000021349/ystenlive/index.m3u8?ace
CCTV15,http://itv.fele.top:443/TVOD/5000000011000031109/bestzb/index.m3u8?ace
CCTV15,http://itv.fele.top:443/TVOD/1000000005000265014/ystenlive/index.m3u8?ace
CCTV15,http://itv.fele.top:443/TVOD/1000000002000008163/ystenlive/index.m3u8?ace
CCTV16,http://itv.fele.top:443/TVOD/1000000006000233002/ystenlive/index.m3u8?ace
CCTV16,http://itv.fele.top:443/TVOD/5000000008000023253/bestzb/index.m3u8?ace
CCTV16,http://itv.fele.top:443/TVOD/1000000006000233001/ystenlive/index.m3u8?ace
CCTV17,http://itv.fele.top:443/TVOD/1000000006000268004/ystenlive/index.m3u8?ace
CCTV17,http://itv.fele.top:443/TVOD/1000000005000265015/ystenlive/index.m3u8?ace
CCTV17,http://itv.fele.top:443/TVOD/1000000005000056836/ystenlive/index.m3u8?ace
CGTN,http://itv.fele.top:443/TVOD/7745129417417101820/hnbblive/index.m3u8?ace
CGTN,http://itv.fele.top:443/TVOD/1000000002000009569/ystenlive/index.m3u8?ace
CGTN阿拉伯语,http://itv.fele.top:443/TVOD/1000000006000280001/ystenlive/index.m3u8?ace
CGTN俄语,http://itv.fele.top:443/TVOD/1000000006000280004/ystenlive/index.m3u8?ace
CGTN法语,http://itv.fele.top:443/TVOD/1000000006000280003/ystenlive/index.m3u8?ace
CGTN记录,http://itv.fele.top:443/TVOD/7114647837765104058/hnbblive/index.m3u8?ace
CGTN西班牙语,http://itv.fele.top:443/TVOD/1000000006000280002/ystenlive/index.m3u8?ace
中国教育1,http://itv.fele.top:443/TVOD/5000000002000002652/bestzb/index.m3u8?ace
中国教育1,http://itv.fele.top:443/TVOD/1000000002000027253/ystenlive/index.m3u8?ace
中国教育1,http://itv.fele.top:443/TVOD/6000000003000018981/wasusyt/index.m3u8?ace
中国教育2,http://itv.fele.top:443/TVOD/2000000003000000047/hnbblive/index.m3u8?ace
中国教育2,http://itv.fele.top:443/TVOD/1000000005000266004/ystenlive/index.m3u8?ace
中国教育2,http://itv.fele.top:443/TVOD/5000000011000031201/bestzb/index.m3u8?ace
中国教育4,http://itv.fele.top:443/TVOD/5000000011000031126/bestzb/index.m3u8?ace
中国教育4,http://itv.fele.top:443/TVOD/1000000005000025333/ystenlive/index.m3u8?ace
中国教育4,http://itv.fele.top:443/TVOD/5000000006000012123/bestzb/index.m3u8?ace
中国教育4,http://itv.fele.top:443/TVOD/6000000005000042312/wasusyt/index.m3u8?ace
浙江教科影视,http://itv.fele.top:443/TVOD/2000000004000000001/hnbblive/index.m3u8?ace
山东教育卫视,http://itv.fele.top:443/TVOD/1000000002000004097/ystenlive/index.m3u8?ace
山东教育卫视,http://itv.fele.top:443/TVOD/2000000003000000013/hnbblive/index.m3u8?ace



🇨🇳卫视频道👉全网,#genre#

北京卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226900/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcYPi33WFyhvd6SjmqUKhJg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
北京卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226436/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ElMQ3ov45VmhzipweN5VstQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPg_yZ8DZHTaSU92MIl_o3b%2CEND
北京国际,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226510/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EIfgL7tTUNqHAIdgvKuwj8A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPr9j5nfyiWS_jEXD6m401A%2CEND
北京新闻,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226437/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EncK5uEAdYwWMsf8WJWI1mQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO_LSIQh_h2P54Cz-MqgJqC%2CEND
北京财经,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226516/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eh9_SEkmWeMdS1TMnIILZgg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPIiicEW7OIvk1s-X-PXHqO%2CEND
北京文艺,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226440/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EWrJcgMpdGPvZavpf4dmmrQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNhmwDsUZnvQgU5E5wiGA2g%2CEND
北京生活,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226514/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Es-PVNcPJsjr_oBdcXGT40g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMWvZ0r6eMXcXJOGrCpJiq1%2CEND
北京体育休闲,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226438/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EeVAybrHg955d_IRT9e_uHQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMLCKqkSfuGOusJwBMwlCbz%2CEND
北京影视,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226433/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EygquRbh9L0wUPRY53fsZWw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO62IynDcU1yYDL1b4Xte8T%2CEND
北京纪实科教,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226434/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ejj3PtVjzl6ZzFdM-Vi1dmQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPJa61jREJv4ZfZigyrxX0U%2CEND
北京IPTV 淘电影,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
北京IPTV 淘剧场,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQaJ92NID2SpQlY6_VJVogg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOuQYJeiYEeFWTkFfE86Vq-%2CEND
北京IPTV 淘娱乐,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ex0efg9fpenP8E8lWJUb5Lg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
北京IPTV 淘BABY,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EN0sbBMpQv4sLsW5foy3YfA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
